pedido_id,data_pedido,cliente_id,loja_id,cidade,categoria_loja,itens_pedido,valor_pedido,status_pedido
PED000296,2025-01-11,CLI05250,LOJ0061,Santos,Mercado,7,35.75,concluido
PED000297,2025-01-24,CLI02799,LOJ0050,Sorocaba,Farmácia,6,32.92,concluido
PED000298,2025-01-30,CLI03697,LOJ0236,Sorocaba,Restaurante,5,"R$ 39,27",concluido
PED000299,2025-01-31,CLI08614,LOJ0436,Sorocaba,Mercado,3,121.75,concluido
PED000300,2025-01-27,CLI12379,LOJ0109,São Paulo,Restaurante,5,137.50,concluido
PED000301,28/01/2025,CLI11300,LOJ0034,Sorocaba,Restaurante,7,43.64,concluido
PED000302,2025-01-28,CLI13201,LOJ0281,Santos,Restaurante,5,"99,67",concluido
PED000303,2025-01-29,CLI08829,LOJ0185,Campinas,Restaurante,6,70.40,concluido
PED000304,2025-01-09,CLI13483,LOJ0367,Campinas,Farmácia,6,75.91,concluido
PED000305,2025-01-23,CLI08083,LOJ0018,CAMPINAS,Restaurante,7,68.63,concluido
PED000306,2025-01-21,CLI10437,LOJ0380,Santos,Restaurante,5,79.41,concluido
PED000307,09/01/2025,CLI04039,LOJ0167,Campinas,Restaurante,3,41.50,concluido
PED000308,2025-01-25,CLI05889,LOJ0447,São Paulo,Mercado,7,97.95,concluido
PED000309,2025-01-30,CLI08080,LOJ0416,São Paulo,Restaurante,2,"R$ 48,95",concluido
PED000310,2025-01-16,CLI13704,LOJ0193,São Paulo,Pet shop,6,80.33,concluido
PED000311,2025-01-19,CLI01305,LOJ0097,São Paulo,Restaurante,5,83.30,concluido
PED000312,2025-01-12,CLI02493,LOJ0087,Campinas,Mercado,6,71.62,concluido
PED000313,18/01/2025,CLI11384,LOJ0282,São Paulo,Restaurante,3,59.19,concluido
PED000314,2025-01-03,CLI02379,LOJ0411,São Paulo,Mercado,6,61.09,concluido
PED000315,2025-01-20,CLI07205,LOJ0046,São Paulo,Restaurante,4,110.25,concluido
PED000316,2025-01-26,CLI07486,LOJ0119,Santos,Restaurante,1,"134,31",concluido
PED000317,2025-01-16,CLI11718,LOJ0042,São Paulo,Restaurante,5,73.18,concluido
PED000318,2025-01-05,CLI17208,LOJ0448,São Paulo,Restaurante,3,21.72,concluido
PED000319,14/01/2025,CLI11690,LOJ0181,Campinas,Restaurante,3,49.25,concluido
PED000320,2025-01-29,CLI15090,LOJ0175,Campinas,Restaurante,5,"R$ 34,02",concluido
PED000321,2025-01-18,CLI05473,LOJ0249,Campinas,Restaurante,7,35.21,concluido
PED000322,2025-01-28,CLI08119,LOJ0008,São Paulo,Restaurante,1,114.86,concluido
PED000323,2025-01-22,CLI15139,LOJ0268,Sorocaba,Pet shop,1,"85,25",concluido
PED000324,2025-01-12,CLI03164,LOJ0288,CAMPINAS,Restaurante,1,68.32,concluido
PED000325,30/01/2025,CLI13446,LOJ0232,São Paulo,Farmácia,4,89.78,concluido
PED000326,2025-01-24,CLI14193,LOJ0297,Campinas,Restaurante,1,81.27,concluido
PED000327,2025-01-11,CLI07260,LOJ0257,São Paulo,Farmácia,5,42.67,concluido
PED000328,2025-01-06,CLI01143,LOJ0013,Sorocaba,Restaurante,4,125.59,concluido
PED000329,2025-01-31,CLI13331,LOJ0349,São Paulo,Farmácia,1,66.93,concluido
PED000330,2025-01-15,CLI14177,LOJ0240,Santos,Restaurante,6,"124,80",concluido
PED000331,07/01/2025,CLI02928,LOJ0045,São Paulo,Mercado,5,"R$ 189,77",concluido
PED000332,2025-01-21,CLI08595,LOJ0246,Campinas,Restaurante,3,58.82,concluido
PED000333,2025-01-05,CLI14755,LOJ0430,Campinas,Mercado,7,24.46,concluido
PED000334,2025-01-20,CLI15611,LOJ0178,São Paulo,Restaurante,2,45.39,concluido
PED000335,2025-01-05,CLI02002,LOJ0360,Sorocaba,Mercado,7,74.54,concluido
PED000336,2025-01-16,CLI00132,LOJ0089,São Paulo,Restaurante,6,133.95,concluido
PED000337,11/01/2025,CLI00532,LOJ0168,São Paulo,Mercado,2,"30,90",concluido
PED000338,2025-01-06,CLI16165,LOJ0152,Campinas,Restaurante,1,54.78,concluido
PED000339,2025-01-26,CLI03926,LOJ0251,Campinas,Restaurante,2,49.45,concluido
PED000340,2025-01-19,CLI01043,LOJ0331,Campinas,Restaurante,3,61.19,concluido
PED000341,2025-01-30,CLI11463,LOJ0037,Campinas,Restaurante,2,109.43,concluido
PED000342,2025-01-30,CLI10754,LOJ0019,Campinas,Restaurante,3,"R$ 55,77",concluido
PED000343,01/01/2025,CLI10908,LOJ0398,CAMPINAS,Mercado,3,52.12,concluido
PED000344,2025-01-21,CLI14146,LOJ0348,Santos,Restaurante,1,"49,01",concluido
PED000345,2025-01-03,CLI16735,LOJ0296,São Paulo,Restaurante,6,50.96,concluido
PED000346,2025-01-05,CLI02812,LOJ0333,São Paulo,Mercado,2,71.07,concluido
PED000347,2025-01-28,CLI02059,LOJ0119,Campinas,Restaurante,2,46.15,concluido
PED000348,2025-01-02,CLI08920,LOJ0343,Campinas,Restaurante,7,64.24,concluido
PED000349,18/01/2025,CLI09822,LOJ0123,São Paulo,Farmácia,4,76.97,concluido
PED000350,2025-01-15,CLI15928,LOJ0139,Campinas,Mercado,7,62.32,concluido
PED000351,2025-01-02,CLI00908,LOJ0084,Campinas,Restaurante,2,"100,17",concluido
PED000352,2025-01-15,CLI05160,LOJ0316,São Paulo,Restaurante,5,69.45,concluido
PED000353,2025-01-11,CLI02529,LOJ0440,São Paulo,Mercado,2,"R$ 50,22",concluido
PED000354,2025-01-11,CLI05022,LOJ0420,Campinas,Mercado,5,108.84,concluido
PED000355,10/01/2025,CLI15651,LOJ0026,São Paulo,Restaurante,3,52.29,concluido
PED000356,2025-01-27,CLI13185,LOJ0196,São Paulo,Restaurante,4,139.33,concluido
PED000357,2025-01-23,CLI05561,LOJ0320,São Paulo,Restaurante,3,59.06,concluido
PED000358,2025-01-07,CLI03932,LOJ0116,Sorocaba,Restaurante,5,"49,50",concluido
PED000359,2025-01-06,CLI06792,LOJ0442,Sorocaba,Restaurante,6,70.52,concluido
PED000360,2025-01-29,CLI02663,LOJ0221,Campinas,Farmácia,7,95.72,concluido
PED000361,02/01/2025,CLI16802,LOJ0214,Campinas,Restaurante,5,64.99,concluido
PED000362,2025-01-01,CLI10092,LOJ0113,CAMPINAS,Restaurante,5,59.60,concluido
PED000363,2025-01-06,CLI01317,LOJ0332,Campinas,Restaurante,7,80.30,concluido
PED000364,2025-01-08,CLI05255,LOJ0031,Campinas,Restaurante,5,"R$ 86,26",concluido
PED000365,2025-01-20,CLI00551,LOJ0072,São Paulo,Restaurante,4,"72,52",concluido
PED000366,2025-01-03,CLI00665,LOJ0379,São Paulo,Restaurante,7,72.22,concluido
PED000367,30/01/2025,CLI10816,LOJ0418,São Paulo,Restaurante,6,80.84,concluido
PED000368,2025-01-06,CLI07898,LOJ0280,Sorocaba,Restaurante,7,55.92,concluido
PED000369,2025-01-22,CLI09637,LOJ0226,Sorocaba,Restaurante,2,169.89,concluido
PED000370,2025-01-11,CLI02442,LOJ0352,Campinas,Restaurante,2,101.85,concluido
PED000371,2025-01-09,CLI00946,LOJ0088,Santos,Restaurante,6,51.70,concluido
PED000372,2025-01-20,CLI12880,LOJ0036,São Paulo,Mercado,3,"71,49",concluido
PED000373,13/01/2025,CLI02361,LOJ0066,São Paulo,Restaurante,1,42.04,concluido
PED000374,2025-01-10,CLI02895,LOJ0442,Campinas,Restaurante,1,52.51,concluido
PED000375,2025-01-09,CLI07052,LOJ0257,São Paulo,Restaurante,2,"R$ 49,71",concluido
PED000376,2025-01-02,CLI16806,LOJ0417,São Paulo,Mercado,3,35.29,concluido
PED000377,2025-01-25,CLI10077,LOJ0353,Campinas,Restaurante,4,47.09,concluido
PED000378,2025-01-27,CLI13246,LOJ0221,Campinas,Restaurante,2,96.03,concluido
PED000379,26/01/2025,CLI07036,LOJ0127,Campinas,Farmácia,7,"118,39",concluido
PED000380,2025-01-16,CLI16667,LOJ0425,São Paulo,Restaurante,6,30.84,concluido
PED000381,2025-01-09,CLI01227,LOJ0351,CAMPINAS,Restaurante,1,53.24,concluido
PED000382,2025-01-09,CLI13963,LOJ0254,Sorocaba,Restaurante,3,53.38,concluido
PED000383,2025-01-06,CLI05079,LOJ0054,São Paulo,Restaurante,5,75.35,concluido
PED000384,2025-01-01,CLI02779,LOJ0146,Santos,Restaurante,2,29.25,concluido
PED000385,21/01/2025,CLI09256,LOJ0312,Campinas,Farmácia,3,118.52,concluido
PED000386,2025-01-02,CLI09550,LOJ0296,Sorocaba,Restaurante,2,"R$ 91,13",concluido
PED000387,2025-01-29,CLI17215,LOJ0397,Sorocaba,Mercado,5,127.85,concluido
PED000388,2025-01-20,CLI15119,LOJ0140,Sorocaba,Restaurante,2,93.08,concluido
PED000389,2025-01-24,CLI04553,LOJ0324,Campinas,Farmácia,5,77.53,concluido
PED000390,2025-01-27,CLI09036,LOJ0004,São Paulo,Restaurante,2,43.62,concluido
PED000391,01/01/2025,CLI03085,LOJ0229,Campinas,Mercado,3,31.10,concluido
PED000392,2025-01-08,CLI00632,LOJ0449,Campinas,Mercado,4,76.41,concluido
PED000393,2025-01-06,CLI08125,LOJ0234,Campinas,Farmácia,2,"99,36",concluido
PED000394,2025-01-24,CLI01587,LOJ0306,Santos,Mercado,1,28.03,concluido
PED000395,2025-01-26,CLI15677,LOJ0110,São Paulo,Mercado,6,45.71,concluido
PED000396,2025-01-05,CLI06149,LOJ0231,Santos,Restaurante,6,83.01,concluido
PED000397,16/01/2025,CLI01284,LOJ0244,Sorocaba,Restaurante,3,"R$ 37,84",concluido
PED000398,2025-01-17,CLI04036,LOJ0246,São Paulo,Mercado,3,24.34,concluido
PED000399,2025-01-14,CLI10321,LOJ0245,Campinas,Restaurante,7,43.80,concluido
PED000400,2025-01-05,CLI12901,LOJ0342,CAMPINAS,Mercado,3,"51,44",concluido
PED000401,2025-01-28,CLI05032,LOJ0419,Campinas,Restaurante,3,32.91,concluido
PED000402,2025-01-26,CLI17476,LOJ0378,São Paulo,Restaurante,1,69.64,concluido
PED000403,07/01/2025,CLI13228,LOJ0079,São Paulo,Mercado,6,102.22,concluido
PED000404,2025-01-02,CLI14332,LOJ0044,São Paulo,Pet shop,3,96.88,concluido
PED000405,2025-01-24,CLI03481,LOJ0381,São Paulo,Mercado,6,89.39,concluido
PED000406,2025-01-25,CLI12134,LOJ0334,Santos,Restaurante,7,123.52,concluido
PED000407,2025-01-09,CLI14126,LOJ0004,Santos,Restaurante,3,"55,26",concluido
PED000408,2025-01-09,CLI01464,LOJ0300,São Paulo,Restaurante,3,"R$ 22,86",concluido
PED000409,20/01/2025,CLI09267,LOJ0226,São Paulo,Restaurante,4,101.06,concluido
PED000410,2025-01-13,CLI02398,LOJ0222,Santos,Restaurante,3,66.47,concluido
PED000411,2025-01-21,CLI09028,LOJ0408,Campinas,Restaurante,1,98.98,concluido
PED000412,2025-01-05,CLI10666,LOJ0430,Campinas,Restaurante,3,41.32,concluido
PED000413,2025-01-20,CLI08311,LOJ0364,Campinas,Restaurante,1,51.17,concluido
PED000414,2025-01-08,CLI08196,LOJ0149,São Paulo,Restaurante,3,"37,28",concluido
PED000415,18/01/2025,CLI07447,LOJ0280,Santos,Restaurante,5,61.70,concluido
PED000416,2025-01-29,CLI11108,LOJ0253,Campinas,Restaurante,4,48.08,concluido
PED000417,2025-01-08,CLI14008,LOJ0165,São Paulo,Restaurante,1,52.92,concluido
PED000418,2025-01-10,CLI11460,LOJ0421,Campinas,Mercado,4,121.84,concluido
PED000419,2025-01-21,CLI08214,LOJ0198,CAMPINAS,Restaurante,4,"R$ 50,02",concluido
PED000420,2025-01-12,CLI15840,LOJ0447,São Paulo,Restaurante,1,44.45,concluido
PED000421,05/01/2025,CLI04548,LOJ0252,São Paulo,Restaurante,1,"47,49",concluido
PED000422,2025-01-26,CLI04386,LOJ0065,São Paulo,Restaurante,4,65.17,concluido
PED000423,2025-01-10,CLI14725,LOJ0334,São Paulo,Restaurante,6,36.36,concluido
PED000424,2025-01-13,CLI00132,LOJ0312,São Paulo,Restaurante,4,53.82,concluido
PED000425,2025-01-22,CLI04857,LOJ0255,Santos,Restaurante,4,104.60,concluido
PED000426,2025-01-04,CLI17573,LOJ0190,Campinas,Restaurante,3,127.98,concluido
PED000427,12/01/2025,CLI00712,LOJ0108,São Paulo,Restaurante,4,41.32,concluido
PED000428,2025-01-29,CLI12966,LOJ0240,Santos,Restaurante,1,"61,19",concluido
PED000429,2025-01-01,CLI15728,LOJ0232,Sorocaba,Restaurante,4,34.39,concluido
PED000430,2025-01-09,CLI04343,LOJ0423,Sorocaba,Restaurante,2,"R$ 101,52",concluido
PED000431,2025-01-17,CLI16489,LOJ0257,Campinas,Mercado,1,66.32,concluido
PED000432,2025-01-08,CLI12754,LOJ0339,São Paulo,Restaurante,2,23.02,concluido
PED000433,13/01/2025,CLI07429,LOJ0179,Campinas,Mercado,3,93.99,concluido
PED000434,2025-01-02,CLI13055,LOJ0149,Santos,Restaurante,1,68.67,concluido
PED000435,2025-01-23,CLI06551,LOJ0273,Sorocaba,Mercado,7,"41,87",concluido
PED000436,2025-01-28,CLI09873,LOJ0432,Campinas,Restaurante,4,115.60,concluido
PED000437,2025-01-31,CLI15637,LOJ0291,Sorocaba,Restaurante,3,89.31,concluido
PED000438,2025-01-13,CLI00918,LOJ0308,CAMPINAS,Restaurante,1,43.16,concluido
PED000439,14/01/2025,CLI06369,LOJ0100,Campinas,Restaurante,6,92.27,concluido
PED000440,2025-01-29,CLI06941,LOJ0266,Campinas,Restaurante,7,84.18,concluido
PED000441,2025-01-01,CLI12942,LOJ0404,Sorocaba,Restaurante,5,"R$ 58,46",concluido
PED000442,2025-01-04,CLI16512,LOJ0149,Campinas,Mercado,5,"100,58",concluido
PED000443,2025-01-24,CLI01760,LOJ0006,Campinas,Restaurante,5,107.74,concluido
PED000444,2025-01-16,CLI07023,LOJ0284,Campinas,Restaurante,3,109.54,concluido
PED000445,16/01/2025,CLI08328,LOJ0020,Santos,Restaurante,2,70.61,concluido
PED000446,2025-01-12,CLI00140,LOJ0301,Sorocaba,Restaurante,6,144.36,concluido
PED000447,2025-01-06,CLI00881,LOJ0097,Santos,Restaurante,2,66.52,concluido
PED000448,2025-01-22,CLI07700,LOJ0357,São Paulo,Restaurante,3,103.84,concluido
PED000449,2025-01-28,CLI00282,LOJ0045,Campinas,Restaurante,3,"36,98",concluido
PED000450,2025-01-17,CLI08996,LOJ0374,Campinas,Restaurante,7,49.84,concluido
PED000451,07/01/2025,CLI11585,LOJ0133,Sorocaba,Pet shop,1,61.41,concluido
PED000452,2025-01-17,CLI11506,LOJ0307,Sorocaba,Restaurante,7,"R$ 68,81",concluido
PED000453,2025-01-18,CLI10587,LOJ0068,Campinas,Farmácia,7,75.81,concluido
PED000454,2025-01-11,CLI03580,LOJ0078,Santos,Restaurante,6,51.96,concluido
PED000455,2025-01-21,CLI05647,LOJ0192,São Paulo,Restaurante,3,55.55,concluido
PED000456,2025-01-29,CLI15619,LOJ0396,Sorocaba,Farmácia,4,"81,78",concluido
PED000457,21/01/2025,CLI05371,LOJ0115,SÃO PAULO,Restaurante,5,84.00,concluido
PED000458,2025-01-27,CLI04823,LOJ0442,Sorocaba,Restaurante,3,40.61,concluido
PED000459,2025-01-04,CLI16352,LOJ0422,Sorocaba,Restaurante,5,69.00,concluido
PED000460,2025-01-01,CLI09128,LOJ0292,Campinas,Restaurante,2,63.12,concluido
PED000461,2025-01-31,CLI06626,LOJ0368,São Paulo,Restaurante,7,75.70,concluido
PED000462,2025-01-27,CLI04731,LOJ0059,Campinas,Farmácia,2,81.56,concluido
PED000463,10/01/2025,CLI03523,LOJ0267,Campinas,Mercado,1,"R$ 47,74",concluido
PED000464,2025-01-19,CLI00950,LOJ0392,Sorocaba,Restaurante,1,77.17,concluido
PED000465,2025-01-22,CLI05129,LOJ0230,Campinas,Pet shop,4,57.09,concluido
PED000466,2025-01-07,CLI02237,LOJ0266,São Paulo,Farmácia,3,37.33,concluido
PED000467,2025-01-05,CLI10286,LOJ0071,Santos,Restaurante,6,26.53,concluido
PED000468,2025-01-20,CLI01760,LOJ0009,São Paulo,Restaurante,1,149.97,concluido
PED000469,04/01/2025,CLI13836,LOJ0399,Sorocaba,Restaurante,5,99.78,concluido
PED000470,2025-01-07,CLI08744,LOJ0413,Campinas,Restaurante,2,"39,04",concluido
PED000471,2025-01-16,CLI04137,LOJ0365,São Paulo,Restaurante,4,116.41,concluido
PED000472,2025-01-26,CLI04622,LOJ0270,São Paulo,Mercado,2,133.73,concluido
PED000473,2025-01-09,CLI17625,LOJ0040,Campinas,Restaurante,1,59.07,concluido
PED000474,2025-01-15,CLI04352,LOJ0325,Sorocaba,Mercado,5,"R$ 49,54",concluido
PED000475,14/01/2025,CLI03277,LOJ0240,Santos,Restaurante,7,52.42,concluido
PED000476,2025-01-01,CLI10262,LOJ0359,SOROCABA,Restaurante,7,50.71,concluido
PED000477,2025-01-19,CLI15045,LOJ0403,São Paulo,Farmácia,6,"98,00",concluido
PED000478,2025-01-13,CLI17507,LOJ0276,São Paulo,Restaurante,6,63.89,concluido
PED000479,2025-01-21,CLI14679,LOJ0210,Campinas,Restaurante,7,75.97,concluido
PED000480,2025-01-31,CLI12296,LOJ0032,Campinas,Restaurante,4,28.95,concluido
PED000481,04/01/2025,CLI09194,LOJ0179,Campinas,Mercado,4,151.50,concluido
PED000482,2025-01-05,CLI16297,LOJ0230,São Paulo,Restaurante,7,69.29,concluido
PED000483,2025-01-04,CLI17725,LOJ0179,Sorocaba,Mercado,6,75.95,concluido
PED000484,2025-01-29,CLI03949,LOJ0325,São Paulo,Restaurante,1,"57,58",concluido
PED000485,2025-01-27,CLI00466,LOJ0297,São Paulo,Restaurante,5,"R$ 93,84",concluido
PED000486,2025-01-21,CLI00215,LOJ0097,Santos,Restaurante,1,54.68,concluido
PED000487,08/01/2025,CLI02757,LOJ0357,Campinas,Restaurante,3,76.06,concluido
PED000488,2025-01-09,CLI11103,LOJ0097,São Paulo,Pet shop,6,51.81,concluido
PED000489,2025-01-01,CLI03025,LOJ0449,Santos,Restaurante,1,57.93,concluido
PED000490,2025-01-16,CLI06632,LOJ0434,São Paulo,Restaurante,6,64.74,concluido
PED000491,2025-01-26,CLI12918,LOJ0368,Santos,Restaurante,5,"80,53",concluido
PED000492,2025-01-05,CLI08713,LOJ0263,Campinas,Restaurante,2,51.58,concluido
PED000493,18/01/2025,CLI12885,LOJ0246,São Paulo,Restaurante,1,79.56,concluido
PED000494,2025-01-10,CLI08550,LOJ0122,São Paulo,Restaurante,3,108.18,concluido
PED000495,2025-01-14,CLI11295,LOJ0244,SANTOS,Restaurante,1,31.64,concluido
PED000496,2025-01-16,CLI08868,LOJ0361,Santos,Mercado,4,"R$ 35,49",concluido
PED000497,2025-01-20,CLI10634,LOJ0072,São Paulo,Restaurante,1,66.99,concluido
PED000498,2025-01-26,CLI04051,LOJ0397,São Paulo,Restaurante,6,"63,94",concluido
PED000499,23/01/2025,CLI02924,LOJ0286,São Paulo,Mercado,6,68.86,concluido
PED000500,2025-01-24,CLI04467,LOJ0253,São Paulo,Mercado,6,43.45,concluido
PED000501,2025-01-01,CLI15447,LOJ0210,São Paulo,Farmácia,2,52.57,concluido
PED000502,2025-01-10,CLI00807,LOJ0054,São Paulo,Restaurante,3,95.44,concluido
PED000503,2025-01-02,CLI05417,LOJ0060,Santos,Mercado,4,63.50,concluido
PED000504,2025-01-22,CLI01158,LOJ0119,São Paulo,Restaurante,3,68.09,concluido
PED000505,03/01/2025,CLI05800,LOJ0390,Sorocaba,Restaurante,2,"107,24",concluido
PED000506,2025-01-28,CLI17882,LOJ0442,Sorocaba,Restaurante,5,45.31,concluido
PED000507,2025-01-22,CLI01780,LOJ0440,Sorocaba,Restaurante,4,"R$ 70,38",concluido
PED000508,2025-01-01,CLI07125,LOJ0326,Campinas,Farmácia,4,25.40,concluido
PED000509,2025-01-08,CLI14556,LOJ0152,Campinas,Restaurante,7,116.98,concluido
PED000510,2025-01-18,CLI14143,LOJ0359,São Paulo,Restaurante,1,47.03,concluido
PED000511,22/01/2025,CLI09473,LOJ0344,Campinas,Restaurante,7,100.07,concluido
PED000512,2025-01-02,CLI03691,LOJ0016,Campinas,Restaurante,2,"47,60",concluido
PED000513,2025-01-10,CLI14031,LOJ0060,Campinas,Restaurante,3,111.88,concluido
PED000514,2025-01-25,CLI01854,LOJ0197,SÃO PAULO,Mercado,2,86.82,concluido
PED000515,2025-01-04,CLI11879,LOJ0295,São Paulo,Farmácia,2,32.95,concluido
PED000516,2025-01-05,CLI06197,LOJ0260,São Paulo,Restaurante,7,78.32,concluido
PED000517,26/01/2025,CLI16397,LOJ0437,Campinas,Restaurante,7,120.30,concluido
PED000518,2025-01-11,CLI15768,LOJ0287,Campinas,Restaurante,7,"R$ 102,34",concluido
PED000519,2025-01-16,CLI16716,LOJ0334,Santos,Restaurante,5,"92,15",concluido
PED000520,2025-01-31,CLI00222,LOJ0402,Campinas,Mercado,4,93.05,concluido
PED000521,2025-01-08,CLI14801,LOJ0286,Campinas,Restaurante,5,108.04,concluido
PED000522,2025-01-20,CLI05402,LOJ0303,Campinas,Restaurante,5,169.44,concluido
PED000523,03/01/2025,CLI07540,LOJ0039,Campinas,Mercado,6,70.62,concluido
PED000524,2025-01-05,CLI15944,LOJ0160,São Paulo,Restaurante,1,61.03,concluido
PED000525,2025-01-30,CLI16125,LOJ0375,São Paulo,Restaurante,5,51.94,concluido
PED000526,2025-01-15,CLI10356,LOJ0409,Santos,Restaurante,3,"45,18",concluido
PED000527,2025-01-13,CLI07839,LOJ0390,Campinas,Farmácia,3,101.37,concluido
PED000528,2025-01-06,CLI14451,LOJ0383,Campinas,Mercado,2,111.25,concluido
PED000529,26/01/2025,CLI10775,LOJ0231,São Paulo,Restaurante,7,"R$ 67,64",concluido
PED000530,2025-01-12,CLI01312,LOJ0089,Sorocaba,Restaurante,4,94.15,concluido
PED000531,2025-01-08,CLI03671,LOJ0349,Campinas,Mercado,4,189.69,concluido
PED000532,2025-01-16,CLI07367,LOJ0041,Sorocaba,Restaurante,5,52.69,concluido
PED000533,2025-01-13,CLI06027,LOJ0123,SÃO PAULO,Mercado,7,"46,86",concluido
PED000534,2025-01-22,CLI15766,LOJ0132,São Paulo,Restaurante,7,52.76,concluido
PED000535,02/01/2025,CLI03237,LOJ0272,Sorocaba,Mercado,3,45.84,concluido
PED000536,2025-01-13,CLI10498,LOJ0061,Campinas,Mercado,7,127.54,concluido
PED000537,2025-01-09,CLI08156,LOJ0353,Campinas,Restaurante,3,42.49,concluido
PED000538,2025-01-01,CLI14705,LOJ0430,Santos,Restaurante,4,39.41,concluido
PED000539,2025-01-30,CLI07574,LOJ0314,São Paulo,Restaurante,5,98.27,concluido
PED000540,2025-01-25,CLI15733,LOJ0355,São Paulo,Restaurante,4,"R$ 37,52",concluido
PED000541,27/01/2025,CLI14282,LOJ0411,Campinas,Restaurante,1,165.63,concluido
PED000542,2025-01-15,CLI00942,LOJ0271,Campinas,Restaurante,5,101.37,concluido
PED000543,2025-01-09,CLI00257,LOJ0385,Campinas,Restaurante,1,83.09,concluido
PED000544,2025-01-11,CLI00910,LOJ0290,São Paulo,Restaurante,2,110.72,concluido
PED000545,2025-01-12,CLI07937,LOJ0391,Campinas,Restaurante,6,84.83,concluido
PED000546,2025-01-16,CLI05597,LOJ0039,Campinas,Restaurante,2,87.08,concluido
PED000547,03/01/2025,CLI04255,LOJ0198,Santos,Farmácia,3,"73,65",concluido
PED000548,2025-01-21,CLI03612,LOJ0412,São Paulo,Restaurante,4,93.67,concluido
PED000549,2025-01-29,CLI17453,LOJ0438,Campinas,Restaurante,7,83.75,concluido
PED000550,2025-01-01,CLI02653,LOJ0313,Sorocaba,Restaurante,2,72.84,concluido
PED000551,2025-01-21,CLI13140,LOJ0336,Campinas,Restaurante,7,"R$ 57,45",concluido
PED000552,2025-01-21,CLI15778,LOJ0216,SÃO PAULO,Mercado,4,88.62,concluido
PED000553,17/01/2025,CLI00307,LOJ0392,Campinas,Restaurante,4,45.53,concluido
PED000554,2025-01-29,CLI16450,LOJ0239,São Paulo,Restaurante,6,"160,27",concluido
PED000555,2025-01-11,CLI14045,LOJ0253,Santos,Restaurante,6,86.96,concluido
PED000556,2025-01-16,CLI16649,LOJ0010,Santos,Restaurante,4,55.22,concluido
PED000557,2025-01-21,CLI01937,LOJ0296,São Paulo,Mercado,5,44.57,concluido
PED000558,2025-01-24,CLI15208,LOJ0214,São Paulo,Restaurante,5,67.89,concluido
PED000559,20/01/2025,CLI01735,LOJ0249,Campinas,Restaurante,7,35.45,concluido
PED000560,2025-01-14,CLI10450,LOJ0374,Campinas,Mercado,3,193.60,concluido
PED000561,2025-01-07,CLI09724,LOJ0029,Campinas,Farmácia,2,"131,64",concluido
PED000562,2025-01-18,CLI09047,LOJ0273,São Paulo,Restaurante,7,"R$ 87,83",concluido
PED000563,2025-01-06,CLI06823,LOJ0041,Campinas,Restaurante,3,77.55,concluido
PED000564,2025-01-20,CLI01649,LOJ0241,São Paulo,Restaurante,1,58.86,concluido
PED000565,31/01/2025,CLI05927,LOJ0109,Campinas,Mercado,7,111.81,concluido
PED000566,2025-01-29,CLI09055,LOJ0099,São Paulo,Farmácia,2,65.65,concluido
PED000567,2025-01-25,CLI08707,LOJ0036,Campinas,Restaurante,1,43.77,concluido
PED000568,2025-01-05,CLI13164,LOJ0058,Campinas,Restaurante,6,"82,80",concluido
PED000569,2025-01-31,CLI03244,LOJ0127,São Paulo,Restaurante,2,52.05,concluido
PED000570,2025-01-01,CLI17327,LOJ0350,Santos,Restaurante,5,61.42,concluido
PED000571,01/01/2025,CLI17214,LOJ0123,SÃO PAULO,Restaurante,4,89.30,concluido
PED000572,2025-01-05,CLI00658,LOJ0435,Santos,Restaurante,1,61.69,concluido
PED000573,2025-01-12,CLI01065,LOJ0174,São Paulo,Restaurante,2,"R$ 91,18",concluido
PED000574,2025-01-04,CLI08845,LOJ0410,Sorocaba,Restaurante,5,61.55,concluido
PED000575,2025-01-10,CLI15289,LOJ0423,São Paulo,Restaurante,5,"71,31",concluido
PED000576,2025-01-21,CLI17036,LOJ0152,São Paulo,Restaurante,2,61.76,concluido
PED000577,17/01/2025,CLI15893,LOJ0311,Campinas,Restaurante,1,53.30,concluido
PED000578,2025-01-25,CLI10706,LOJ0028,Sorocaba,Restaurante,7,56.80,concluido
PED000579,2025-01-19,CLI05563,LOJ0019,São Paulo,Restaurante,2,112.35,concluido
PED000580,2025-01-23,CLI17073,LOJ0324,Campinas,Restaurante,5,182.82,concluido
PED000581,2025-01-12,CLI11063,LOJ0269,Santos,Mercado,3,59.75,concluido
